"Subject","SubTrial","Phase.Trial.","Belief.RESP","StatementType","TestItem.RESP","OtherAnswer.RESP","CR.RESP","Alternate","Target","Topic","L2.Recall.Class","L1.Recall.Class","CB","HeadlineType","BeliefBase.RESP","Familiarity.RESP","Attention_Sum","RN_Correct","FN_Intrusion","RN_Ambiguous","RN_Error","Check_1","FN_Correct","RN_Intrusion","FN_Ambiguous","FN_Error","Check_2","Correction_Class_2","Correction_Class_3","Cor_Class_FN_Recall","Cor_Class_No_FN_Recall","No_Cor_Class","Memory_Classification"
108,46,"Test",5,"Correction_Misinfo","60","pass",1,">38%","60%","Liberian_Women","2","E",4,"Correction_Misinfo",4,1,2,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
108,13,"Test",2,"Repeated","didnotmeetetiquettestandards",NA,0,"They did not want to pledge allegiance","It did not meet etiquette standards","Library_AmericanFlag","2",NA,4,"Repeated",2,1,2,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
108,26,"Test",3,"Repeated","none","pass",1,"Does not alter state or federal benefits","Changes state and federal benefits","Marriage_License_Benefits","1","E",4,"Repeated",5,1,2,0,1,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
108,5,"Test",3,"Correction_Misinfo","17","217",1,"270","19","Mass_Shootings","E","E",4,"Correction_Misinfo",NA,6,2,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
108,53,"Test",4,"Repeated","5",NA,0,"Decreased by 40%","Decreased by 25%","Mexican_Border_Crossings","E",NA,4,"Repeated",3,1,2,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
108,29,"Test",4,"Correction_Label","everyyear","pass",1,"None in 10 years","Every year since 1983","Military_Pay","2","E",4,"Correction_Label",3,1,2,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
108,14,"Test",5,"Correction_Label","nearnationalparks","cavesystems",1,"Cave systems","National parks","Missing_People","2","1",4,"Correction_Label",4,3,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,49,"Test",5,"Repeated","190","pass",1,"2017","1980","Murder_Year","E","E",4,"Repeated",1,1,2,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
108,50,"Test",3,"Correction","2billion",NA,0,"5 billion","2.1 billion","Obama_Website","E",NA,4,"Correction",2,1,2,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
108,41,"Test",5,"Repeated","guncompanieclaimingtobechristian",NA,0,"Gun Owners","Gun Manufacturers","Pope_GunControl","2",NA,4,"Repeated",4,1,2,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
108,42,"Test",3,"Correction","clinton","obama",1,"Obama","Clinton","Pres_Vacation","2","1",4,"Correction",3,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,37,"Test",3,"Correction_Label","2","2million",1,"2 million","2","Race_Starbucks","2","1",4,"Correction_Label",5,5,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,17,"Test",5,"Correction_Misinfo","2007","1928",1,"1928","2007","Rep_Control","2","1",4,"Correction_Misinfo",2,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,32,"Test",5,"Correction","lackofmedicalinsurancebypatients","lackofhighspeedinternet",1,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2","1",4,"Correction",3,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,15,"Test",4,"Repeated","justunder10million","over10million",1,"About 38 million people","<10 million people.","SKorea_Population","2","E",4,"Repeated",4,1,2,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
108,39,"Test",4,"Correction_Label","about10million","20million",1,"20 million more","5.8 million more","Soccer_Revenue_Gap","E","1",4,"Correction_Label",4,1,2,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
108,34,"Test",4,"Correction_Misinfo","amrysongs","starwarsong",1,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","2","1",4,"Correction_Misinfo",5,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,22,"Test",5,"Correction_Label","about3thousand","about30000",1,"360,000","3,709","SwimmingPool_Deaths","E","E",4,"Correction_Label",5,1,2,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
108,24,"Test",4,"Correction_Misinfo","socialsecurityandmedicare","militaryandwaronterrorism",1,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2","1",4,"Correction_Misinfo",6,5,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,3,"Test",4,"Correction_Misinfo","no","no",1,"No there is no law","Yes there is a law","Tax_Pres_Law","1","1",4,"Correction_Misinfo",5,2,2,0,1,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Fake News Intrusion"
108,8,"Test",3,"Correction","havingabowlingballdroppedonthem",NA,0,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","1",NA,4,"Correction",1,1,2,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
108,7,"Test",5,"Correction_Label","someoneyelledgun","chrissyteigenn",1,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2","1",4,"Correction_Label",1,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,56,"Test",5,"Repeated","berniesnaders",NA,0,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","2",NA,4,"Repeated",2,2,2,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
108,40,"Test",5,"Correction_Misinfo","notmuch","most",1,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","2","1",4,"Correction_Misinfo",2,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,10,"Test",4,"Correction_Misinfo","230","24",1,"24","329","UN_Resolutions","E","1",4,"Correction_Misinfo",4,1,2,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
108,43,"Test",6,"Correction_Label","china","UK",1,"The United Kingdom","China","US_Trading_Partner","2","1",4,"Correction_Label",2,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,47,"Test",5,"Correction","some","all",1,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","2","1",4,"Correction",3,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,23,"Test",6,"Correction","itdoesnot","itdid",1,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","2","1",4,"Correction",1,1,2,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
108,4,"Test",6,"Correction","7","70",1,"70%","9%","Veteran_Suicide","E","1",4,"Correction",1,1,2,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
108,25,"Test",3,"Correction_Label","2012","2016",1,"lowest since 1996","Higher than 2012","Voter_Turnout","2","E",4,"Correction_Label",5,5,2,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,41,"Test",6,"Repeated","prolife",NA,0,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","2",NA,1,"Repeated",2,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,37,"Test",6,"Correction_Label","1","60",1,"Third largest export","0.10%","Africa_Revenue","2","E",1,"Correction_Label",4,1,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,30,"Test",4,"Correction_Label","12",NA,0,"30 years","21 years","Alabama_Senate","E",NA,1,"Correction_Label",4,2,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,40,"Test",6,"Correction_Misinfo","Theyareendangered","Theyareflourishin",1,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2","1",1,"Correction_Misinfo",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,52,"Test",6,"Correction_Label","6","2",1,"20%","6%","Amazon_Rainforest","2","E",1,"Correction_Label",5,5,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,24,"Test",3,"Correction_Misinfo","AlicoresHealthChart","Applewatchseries4",1,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","2","1",1,"Correction_Misinfo",4,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,51,"Test",6,"Correction_Misinfo","Europeans","Americans",1,"Americans","Europeans","Automobile_Invention","2","1",1,"Correction_Misinfo",4,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,50,"Test",6,"Correction","10000000","29000",1,">$29,000.",">$10,000,000.","Bernie_Tax_Income","2","1",1,"Correction",2,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,27,"Test",6,"Correction","Sendinghischildrenofftocollege","sendinghimselfofftocollege",1,"By attending college","By putting his children through college","Biden_StudentDebt","2","1",1,"Correction",3,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,44,"Test",6,"Repeated","2004",NA,0,"2017","2004","Black_Homeownership","2",NA,1,"Repeated",5,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,5,"Test",6,"Correction_Misinfo","150","million",1,"1 million","1.5","Bloomberg_Campaign_Money","2","1",1,"Correction_Misinfo",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,42,"Test",6,"Correction","ifthebristlesareplacedcorrectly","ifthegravitationalpulliscorrect",1,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","2","1",1,"Correction",4,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,28,"Test",6,"Correction","downedelectricallines","poorforestmanagement",1,"Bad forest management","Downed electric power lines","Cali_Fires","2","1",1,"Correction",4,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,58,"Test",6,"Correction_Label","pass",NA,0,"Homeowners","Water agencies","Cali_Statelaw","E",NA,1,"Correction_Label",2,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,36,"Test",6,"Correction_Label","90","pass",1,"0","90","Chess_Players","2","E",1,"Correction_Label",4,1,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,26,"Test",6,"Repeated","Towithstandhurricanes",NA,0,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","2",NA,1,"Repeated",4,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,38,"Test",6,"Correction","NewZealand","America",1,"United States","New Zealand","Cleanest_Air","2","1",1,"Correction",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,16,"Test",5,"Correction","14billion","3billion",1,"3 Billion","1.4 Billion","Clinton_Nkorea","2","1",1,"Correction",2,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,53,"Test",6,"Repeated","15th",NA,0,"2nd","15th","Coffee","2",NA,1,"Repeated",5,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,23,"Test",6,"Correction","theyincreased","thesalesdecreased",1,"Sharp decrease","Sharp increase","CoronaBeer_COVID","2","1",1,"Correction",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,12,"Test",5,"Correction_Misinfo","delayedresponsetooutbreakbygovernor","floodigcausedthedeaths",1,"Flooding","Hesitation to respond by governor","Disease_Illinois","2","1",1,"Correction_Misinfo",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,1,"Test",3,"Repeated","61",NA,0,"More produced","More consumed","Energy_Independence","E",NA,1,"Repeated",NA,4,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,7,"Test",6,"Correction_Label","California","Virginia",1,"Virginia","California","Federal_State_Dollars","2","1",1,"Correction_Label",3,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,18,"Test",5,"Correction","15","pass",1,"Rose 25%","Rose 15%","Gas_2018","2","E",1,"Correction",5,4,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,31,"Test",5,"Repeated","willcauseanincreaseinsnowbuttheicewillcontinuetomeltfast",NA,0,"Outweighs melting","Does not outweigh melting","Global_Warming_Antarctica","2",NA,1,"Repeated",4,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,25,"Test",6,"Correction_Label","25",NA,0,"25%","13%","GunControl_Background","1",NA,1,"Correction_Label",5,5,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
109,59,"Test",6,"Correction_Misinfo","iftheyhaveawarrent",NA,0,"At any time","Require a warrant","GunControl_Warrant","2",NA,1,"Correction_Misinfo",4,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,56,"Test",6,"Repeated","pass",NA,0,">12 million",">1 million","Hurricane_Relief","E",NA,1,"Repeated",4,4,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,29,"Test",6,"Correction_Label","pass",NA,0,"Increased by 78%","Dropped by 61%","Illegal_Traffic_Rate","E",NA,1,"Correction_Label",5,2,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,33,"Test",6,"Correction_Misinfo","toprotestseperationoffamiliesincages","hewasseperatedfromhisfamily",1,"Separated from parents","At a protest","Immigration_Boy_Cage","2","1",1,"Correction_Misinfo",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,20,"Test",6,"Repeated","60",NA,0,">38%","60%","Liberian_Women","2",NA,1,"Repeated",4,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,32,"Test",6,"Correction","pass",NA,0,"They did not want to pledge allegiance","It did not meet etiquette standards","Library_AmericanFlag","E",NA,1,"Correction",1,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,47,"Test",6,"Correction","pass",NA,0,"Does not alter state or federal benefits","Changes state and federal benefits","Marriage_License_Benefits","E",NA,1,"Correction",4,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,35,"Test",6,"Repeated","19",NA,0,"270","19","Mass_Shootings","2",NA,1,"Repeated",5,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,60,"Test",6,"Correction","ithasdecreased",NA,0,"Decreased by 40%","Decreased by 25%","Mexican_Border_Crossings","A",NA,1,"Correction",1,3,4,0,0,1,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,57,"Test",5,"Correction_Misinfo","everyyear","Theybhavenotrecievedraises",1,"None in 10 years","Every year since 1983","Military_Pay","2","1",1,"Correction_Misinfo",4,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,3,"Test",6,"Correction_Misinfo","nationalparks","caves",1,"Cave systems","National parks","Missing_People","2","1",1,"Correction_Misinfo",4,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,11,"Test",3,"Correction","1980","2018",1,"2017","1980","Murder_Year","2","E",1,"Correction",4,4,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,22,"Test",6,"Correction_Label","51million","15million",1,"5 billion","2.1 billion","Obama_Website","E","E",1,"Correction_Label",2,1,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
109,8,"Test",4,"Correction","Christianswithgunownership","pass",1,"Gun Owners","Gun Manufacturers","Pope_GunControl","1","E",1,"Correction",2,1,4,0,1,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
109,9,"Test",6,"Correction_Label","billclinton","obama",1,"Obama","Clinton","Pres_Vacation","2","1",1,"Correction_Label",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,10,"Test",6,"Correction_Misinfo","2","2million",1,"2 million","2","Race_Starbucks","2","1",1,"Correction_Misinfo",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,15,"Test",5,"Repeated","2007",NA,0,"1928","2007","Rep_Control","2",NA,1,"Repeated",3,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,14,"Test",5,"Correction_Label","peopleinthoseareascannotaffordhealthinsurANCE","THEREisnoaccesstohighspeedinternet",1,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2","1",1,"Correction_Label",4,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,4,"Test",6,"Correction","justunder10million","38billion",1,"About 38 million people","<10 million people.","SKorea_Population","2","E",1,"Correction",4,2,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,17,"Test",5,"Correction_Misinfo","58million","25million",1,"20 million more","5.8 million more","Soccer_Revenue_Gap","2","E",1,"Correction_Misinfo",2,1,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
109,48,"Test",6,"Repeated","pass",NA,0,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","E",NA,1,"Repeated",4,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,46,"Test",6,"Correction_Misinfo","3960","35860",1,"360,000","3,709","SwimmingPool_Deaths","E","E",1,"Correction_Misinfo",4,2,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
109,6,"Test",6,"Repeated","socialserviceslikemedicare",NA,0,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2",NA,1,"Repeated",2,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,13,"Test",5,"Repeated","yes",NA,0,"No there is no law","Yes there is a law","Tax_Pres_Law","2",NA,1,"Repeated",4,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
109,55,"Test",6,"Correction_Label","Pedestrians","Droppingabowlingball",1,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","2","1",1,"Correction_Label",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,34,"Test",6,"Correction_Misinfo","someoneyelledgun","someoneaidChrissyTeigenwasinthecrowd",1,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2","1",1,"Correction_Misinfo",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,54,"Test",6,"Correction","BernieSanders","MittRomney",1,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","2","1",1,"Correction",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,19,"Test",6,"Repeated","pass",NA,0,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","E",NA,1,"Repeated",4,3,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,49,"Test",4,"Repeated","125",NA,0,"24","329","UN_Resolutions","E",NA,1,"Repeated",4,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
109,45,"Test",6,"Correction_Misinfo","China","TheUK",1,"The United Kingdom","China","US_Trading_Partner","2","1",1,"Correction_Misinfo",2,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,43,"Test",6,"Correction_Label","alimitednumber","ALLstudetathletes",1,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","2","1",1,"Correction_Label",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,2,"Test",5,"Correction_Label","Thereisnoruling","courtsruledthatvacccancauseautsim",1,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","2","1",1,"Correction_Label",2,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
109,39,"Test",6,"Correction_Label",NA,"45",1,"70%","9%","Veteran_Suicide","E","E",1,"Correction_Label",3,2,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
109,21,"Test",6,"Correction_Misinfo","2012",NA,0,"lowest since 1996","Higher than 2012","Voter_Turnout","2",NA,1,"Correction_Misinfo",4,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
110,8,"Test",5,"Correction","prochoice",NA,0,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","1",NA,2,"Correction",4,1,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
110,10,"Test",5,"Correction_Misinfo","1","60",1,"Third largest export","0.10%","Africa_Revenue","2","E",2,"Correction_Misinfo",4,4,5,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
110,5,"Test",4,"Correction_Misinfo","pass","30",1,"30 years","21 years","Alabama_Senate","E","1",2,"Correction_Misinfo",3,1,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
110,19,"Test",5,"Repeated","indangered",NA,0,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2",NA,2,"Repeated",6,6,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
110,12,"Test",5,"Correction_Misinfo","6","20",1,"20%","6%","Amazon_Rainforest","2","1",2,"Correction_Misinfo",4,4,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
110,6,"Test",4,"Repeated","pass",NA,0,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","E",NA,2,"Repeated",4,1,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
110,1,"Test",6,"Repeated","Europeans",NA,0,"Americans","Europeans","Automobile_Invention","2",NA,2,"Repeated",5,4,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
110,22,"Test",4,"Correction_Label","pass",NA,0,">$29,000.",">$10,000,000.","Bernie_Tax_Income","E",NA,2,"Correction_Label",5,3,5,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
110,52,"Test",6,"Correction_Label","puttighiskidsthroughcollege","payingforhiscollege",1,"By attending college","By putting his children through college","Biden_StudentDebt","2","1",2,"Correction_Label",4,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
110,16,"Test",4,"Correction","2017",NA,0,"2017","2004","Black_Homeownership","1",NA,2,"Correction",5,4,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
110,35,"Test",5,"Repeated","15dollars",NA,0,"1 million","1.5","Bloomberg_Campaign_Money","2",NA,2,"Repeated",5,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
110,9,"Test",4,"Correction_Label","thegravtatonalpull",NA,0,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","1",NA,2,"Correction_Label",6,4,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
110,36,"Test",3,"Correction_Label","bdforetcare",NA,0,"Bad forest management","Downed electric power lines","Cali_Fires","1",NA,2,"Correction_Label",4,5,5,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
110,33,"Test",4,"Correction_Misinfo","watermanufacues","thepeoplegetfined",1,"Homeowners","Water agencies","Cali_Statelaw","2","1",2,"Correction_Misinfo",2,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
110,51,"Test",5,"Correction_Misinfo","99","theUSdidnthaveanychessplayersthahaveattainedGrandmaster",1,"0","90","Chess_Players","E","1",2,"Correction_Misinfo",5,2,5,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
110,47,"Test",4,"Correction","towithstandhurricanes",NA,0,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","2",NA,2,"Correction",4,1,5,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
110,7,"Test",6,"Correction_Label","Newzeland","america",1,"United States","New Zealand","Cleanest_Air","2","1",2,"Correction_Label",2,1,5,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
