date,time,group,subject,Age_Group,session,build,DOB_response,DOB_latency,Age_response,Age_latency,Sex_response,Sex_latency,Handedness_response,Handedness_latency,English_Langauge_response,English_Langauge_latency,Ethnicity_response,Ethnicity_latency,Raceoption_response,Raceoption1_latency,Education_Years_response,Education_Years_latency,Education_Attainment_response,Education_Attainment_latency,Technical_Difficultiesoption1_response,Technical_Difficultiesoption1_latency,Technical_Difficultiesoption2_response,Technical_Difficultiesoption2_latency,Technical_Difficultiesother_response,Technical_Difficultiesother_latency
2022-12-20,07:00:20,3,607f7f18d84d010ea2cd8664,Younger,1,6.6.1,8261999,30731,23,30731,Female,30731,Right hand,30731,Yes,30731,Not Hispanic or Latino,21384,Black or African AmericanWhite,21384,12 (high school),21384,Diploma/GED,21384,"No, I had no technical difficulties",21384,,21384,,21384
2022-12-20,07:59:03,3,61254fba095b9df425e816ea,Younger,1,6.5.2,6021997,21436,25,21436,Female,21436,Right hand,21436,Yes,21436,Not Hispanic or Latino,15822,Black or African American,15822,14 (two years of college),15822,Associates,15822,"No, I had no technical difficulties",15822,,15822,,15822
2022-12-20,05:12:18,3,60fcec77c349819a0afe600b,Younger,1,6.5.2,12112001,22633,21,22633,Female,22633,Right hand,22633,Yes,22633,Hispanic or Latino,17639,White,17639,15 (three years of college),17639,Diploma/GED,17639,"No, I had no technical difficulties",17639,,17639,,17639
2022-12-20,08:17:47,3,6080956cb039d0b097c4c595,Younger,1,6.6.1,2252002,20750,20,20750,Female,20750,Right hand,20750,Yes,20750,Not Hispanic or Latino,15528,White,15528,14 (two years of college),15528,Diploma/GED,15528,"No, I had no technical difficulties",15528,,15528,,15528
2022-12-20,07:19:47,3,5f4b01e7e534bc10f5b6388d,Younger,1,6.6.1,1101998,24896,24,24896,Gender Diverse,24896,Right hand,24896,Yes,24896,Not Hispanic or Latino,28271,East AsianWhite,28271,17 (five years of college),28271,Diploma/GED,28271,"No, I had no technical difficulties",28271,,28271,,28271
2022-12-20,08:50:08,3,627a7fc214142c6f228e84fb,Younger,1,6.6.1,6061996,27031,26,27031,Gender Diverse,27031,Left hand,27031,Yes,27031,Not Hispanic or Latino,15765,White,15765,15 (three years of college),15765,Diploma/GED,15765,"No, I had no technical difficulties",15765,,15765,,15765
2023-01-10,11:46:44,3,6346bc352b70c4d6427bb005,Younger,1,6.5.2,9242003,32454,19,32454,Male,32454,Right hand,32454,Yes,32454,Hispanic or Latino,22729,White,22729,13 (one year of college),22729,Diploma/GED,22729,"No, I had no technical difficulties",22729,,22729,,22729
2023-01-10,13:27:01,3,62f32d1cd0736183ffe64dc7,Younger,1,6.5.2,2072002,28816,20,28816,Gender Diverse,28816,Right hand,28816,Yes,28816,Hispanic or Latino,19469,Some other race (please describe)latin,19469,12 (high school),19469,Diploma/GED,19469,"No, I had no technical difficulties",19469,,19469,,19469
2023-02-13,16:07:50,3,63ea7fa27b68a3e293c6e10f,Younger,1,6.5.2,2251997,44971,25,44971,Male,44971,Right hand,44971,Yes,44971,Hispanic or Latino,46439,White,46439,16 (four years of college),46439,Bachelors,46439,"No, I had no technical difficulties",46439,,46439,,46439
2021-11-16,21:36:02,1,614e7196ef4fbb72f9a5223c,Older,1,6.5.1,7071948,47420,73,47420,Male,47420,Right hand,47420,Yes,47420,Not Hispanic or Latino,32183,White,32183,16 (four years of college),32183,Bachelors,32183,"No, I had no technical difficulties",32183,,32183,,32183
2021-12-07,10:01:12,1,57509d9b363e77000695620b,Older,1,6.5.1,6211953,41736,68,41736,Female,41736,Right hand,41736,Yes,41736,Not Hispanic or Latino,19741,White,19741,15 (three years of college),19741,Diploma/GED,19741,"No, I had no technical difficulties",19741,,19741,,19741
2021-12-07,09:10:09,1,5c101f812a1a620001f04007,Older,1,6.5.0,10121954,27823,67,27823,Female,27823,Right hand,27823,Yes,27823,Not Hispanic or Latino,20007,White,20007,14 (two years of college),20007,Diploma/GED,20007,"No, I had no technical difficulties",20007,,20007,,20007
2021-12-07,10:58:12,1,5de7f88b762dc2775b2265b8,Older,1,6.5.1,6231954,31183,67,31183,Male,31183,Right hand,31183,Yes,31183,Not Hispanic or Latino,18002,White,18002,16 (four years of college),18002,Bachelors,18002,"No, I had no technical difficulties",18002,,18002,,18002
2021-12-07,11:14:08,1,5ddbd6e518beb6b1e1de0326,Older,1,6.5.1,11131947,29442,74,29442,Male,29442,Right hand,29442,Yes,29442,Not Hispanic or Latino,29937,White,29937,18 (six years of college),29937,Bachelors,29937,"No, I had no technical difficulties",29937,,29937,,29937
2021-12-07,10:33:35,1,608e2cb9067eb028500433d5,Older,1,6.5.1,7081955,33697,66,33697,Female,33697,Right hand,33697,Yes,33697,Not Hispanic or Latino,24036,White,24036,16 (four years of college),24036,Bachelors,24036,"No, I had no technical difficulties",24036,,24036,,24036
2021-12-07,13:36:31,1,5e89fdffad009e010e958ee7,Older,1,6.5.1,2171953,44686,68,44686,Male,44686,Right hand,44686,Yes,44686,Not Hispanic or Latino,26128,White,26128,16 (four years of college),26128,Bachelors,26128,"No, I had no technical difficulties",26128,,26128,,26128
2021-12-07,10:49:24,1,614f0f7ec7b4661dda0fdaa9,Older,1,6.5.1,6151954,21589,67,21589,Male,21589,Right hand,21589,Yes,21589,Not Hispanic or Latino,31181,White,31181,17 (five years of college),31181,Bachelors,31181,"No, I had no technical difficulties",31181,,31181,,31181
2021-12-07,10:46:38,1,614fbfb03ec0f0674dc5a448,Older,1,6.5.1,6191949,29498,72,29498,Female,29498,Right hand,29498,Yes,29498,Not Hispanic or Latino,58339,White,58339,19 (seven years of college),58339,Masters,58339,,58339,"Yes, I had technical difficulties",58339,Couldn't see the app to open,58339
2021-12-07,13:06:21,1,6152152ee63e3fcd81cc961f,Older,1,6.5.1,5121955,41755,66,41755,Male,41755,Left hand,41755,Yes,41755,Not Hispanic or Latino,35209,White,35209,17 (five years of college),35209,Bachelors,35209,"No, I had no technical difficulties",35209,,35209,,35209
2021-12-07,14:47:25,1,5bc913d99427200001dd47f5,Older,1,6.5.0,9121949,26881,72,26881,Female,26881,Right hand,26881,Yes,26881,Not Hispanic or Latino,27546,White,27546,17 (five years of college),27546,Masters,27546,"No, I had no technical difficulties",27546,,27546,,27546
2021-12-07,13:55:46,1,614f75c032f05a135099017b,Older,1,6.5.1,12151951,49257,69,49257,Male,49257,Right hand,49257,Yes,49257,Not Hispanic or Latino,53673,American Indian/Alaska Native,53673,14 (two years of college),53673,Associates,53673,"No, I had no technical difficulties",53673,,53673,,53673
2022-02-10,10:50:28,1,5fc2f07939c5f20b2e86607f,Older,1,6.5.2,9271946,30580,75,30580,Female,30580,Right hand,30580,Yes,30580,Not Hispanic or Latino,24082,White,24082,12 (high school),24082,Diploma/GED,24082,"No, I had no technical difficulties",24082,,24082,,24082
2022-02-10,09:56:39,1,5e3d679eaa341501c1a5a90b,Older,1,6.5.2,1261957,24128,65,24128,Female,24128,Right hand,24128,Yes,24128,Not Hispanic or Latino,35170,White,35170,16 (four years of college),35170,Bachelors,35170,,35170,"Yes, I had technical difficulties",35170,it didn't give me 8 seconds maybe 2 or 3,35170
2022-02-14,08:11:49,1,5994ce3dc825cf0001d7dd2d,Older,1,6.5.1,5271949,39393,72,39393,Female,39393,Left hand,39393,Yes,39393,Not Hispanic or Latino,26938,White,26938,13 (one year of college),26938,Diploma/GED,26938,"No, I had no technical difficulties",26938,,26938,,26938
2022-06-02,11:13:12,1,628f572a2d1304a34b9e1a37,Older,1,6.5.2,8311948,35751,73,35751,Male,35751,Right hand,35751,Yes,35751,Not Hispanic or Latino,24578,White,24578,19 (seven years of college),24578,Masters,24578,"No, I had no technical difficulties",24578,,24578,,24578
2022-06-02,13:04:14,1,628bb31571a8935ee2dbd6f9,Older,1,6.5.2,5031956,46813,66,46813,Male,46813,Right hand,46813,Yes,46813,Not Hispanic or Latino,19871,White,19871,12 (high school),19871,Diploma/GED,19871,"No, I had no technical difficulties",19871,,19871,,19871
2023-01-24,13:40:29,1,5e7694014add7908e8cedec2,Older,1,6.6.1,8161957,60862,65,60862,Female,60862,Right hand,60862,Yes,60862,Not Hispanic or Latino,41732,White,41732,18 (six years of college),41732,Masters,41732,,41732,"Yes, I had technical difficulties",41732,"Could not include the ""/"" in birth date field",41732
2023-01-24,13:46:46,1,63378180a7bc5bc3427e8db0,Older,1,6.6.1,8031953,42750,69,42750,Male,42750,Right hand,42750,Yes,42750,Not Hispanic or Latino,20637,White,20637,17 (five years of college),20637,Bachelors,20637,"No, I had no technical difficulties",20637,,20637,,20637
2023-01-24,11:32:44,1,6387db71396bd54b2e9fcd09,Older,1,6.6.1,2271951,27127,71,27127,Female,27127,Right hand,27127,Yes,27127,Not Hispanic or Latino,26286,White,26286,18 (six years of college),26286,Masters,26286,"No, I had no technical difficulties",26286,,26286,,26286
2023-01-24,14:58:02,1,6007a7996fbeef04ce080f90,Older,1,6.6.1,6291957,41568,65,41568,Female,41568,Right hand,41568,Yes,41568,Not Hispanic or Latino,27199,White,27199,16 (four years of college),27199,Bachelors,27199,"No, I had no technical difficulties",27199,,27199,,27199
2023-01-24,15:08:29,1,561d98e03d7fe8000b0f5e09,Older,1,6.6.0,11151957,50608,65,50608,Female,50608,Right hand,50608,Yes,50608,Not Hispanic or Latino,24004,White,24004,18 (six years of college),24004,Masters,24004,"No, I had no technical difficulties",24004,,24004,,24004
2023-01-24,15:17:31,1,63b48736ce3bb3afbc79ff7c,Older,1,6.6.1,1950,44333,72,44333,Female,44333,Left hand,44333,Yes,44333,Not Hispanic or Latino,80084,White,80084,18 (six years of college),80084,Masters,80084,"No, I had no technical difficulties",80084,,80084,,80084
2023-01-24,15:47:10,1,62b601e089d3d1134aed066b,Older,1,6.6.1,12301951,26233,71,26233,Female,26233,Right hand,26233,Yes,26233,Not Hispanic or Latino,15394,White,15394,14 (two years of college),15394,Associates,15394,"No, I had no technical difficulties",15394,,15394,,15394
2023-01-24,15:24:02,1,56802e5fc5767f00121cc6a0,Older,1,6.6.1,10311957,39141,65,39141,Male,39141,Right hand,39141,Yes,39141,Not Hispanic or Latino,56728,White,56728,13 (one year of college),56728,Diploma/GED,56728,,56728,"Yes, I had technical difficulties",56728,Date of birth would not allow forward slash in Chrome browser,56728
2023-01-24,15:30:38,1,6384e535ba619451063f5223,Older,1,6.6.1,7261954,30958,68,30958,Female,30958,Right hand,30958,Yes,30958,Not Hispanic or Latino,23614,White,23614,14 (two years of college),23614,Diploma/GED,23614,"No, I had no technical difficulties",23614,,23614,,23614
2023-02-02,11:20:29,1,5eec8774ff59de0009913a65,Older,1,6.6.1,12291957,37863,65,37863,Female,37863,Right hand,37863,Yes,37863,Hispanic or Latino,21520,White,21520,16 (four years of college),21520,Bachelors,21520,"No, I had no technical difficulties",21520,,21520,,21520
2023-02-02,09:28:15,1,6318be45a49442eee3a88cb3,Older,1,6.6.1,2201955,23775,67,23775,Female,23775,Right hand,23775,Yes,23775,Not Hispanic or Latino,21584,White,21584,12 (high school),21584,Diploma/GED,21584,"No, I had no technical difficulties",21584,,21584,,21584
2023-02-02,14:08:52,1,5fe2982ce9df3d693d46191e,Older,1,6.5.2,1131958,43634,65,43634,Male,43634,Right hand,43634,Yes,43634,Not Hispanic or Latino,17504,White,17504,16 (four years of college),17504,Bachelors,17504,"No, I had no technical difficulties",17504,,17504,,17504
2023-02-02,22:16:48,1,63ac69ac461e034cde56751a,Older,2,6.5.2,24041957,37825,65,37825,Male,37825,Right hand,37825,Yes,37825,Not Hispanic or Latino,29919,White,29919,19 (seven years of college),29919,Masters,29919,"No, I had no technical difficulties",29919,,29919,,29919
2023-02-09,17:01:35,1,5d1511f1e814b800016108a6,Older,1,6.6.1,3151956,32035,66,32035,Male,32035,Left hand,32035,Yes,32035,Not Hispanic or Latino,18274,White,18274,18 (six years of college),18274,Masters,18274,"No, I had no technical difficulties",18274,,18274,,18274
2023-02-09,16:06:33,1,5a9b1eb7873cda0001dcb3c4,Older,1,6.5.2,3051950,45690,72,45690,Female,45690,Right hand,45690,Yes,45690,Not Hispanic or Latino,17913,White,17913,12 (high school),17913,Diploma/GED,17913,"No, I had no technical difficulties",17913,,17913,,17913
2023-02-11,23:57:37,1,63d4a887e1ab7f8c5a4cc336,Older,4,6.5.2,7021948,37664,74,37664,Female,37664,Right hand,37664,No,37664,Not Hispanic or Latino,44966,White,44966,19 (seven years of college),44966,Doctorate/PhD,44966,"No, I had no technical difficulties",44966,,44966,,44966
2023-02-27,19:12:48,1,63cd7b78fff71624a85b294f,Older,1,6.5.2,1151954,127028,69,127028,Male,127028,Right hand,127028,Yes,127028,Not Hispanic or Latino,87401,White,87401,17 (five years of college),87401,Associates,87401,"No, I had no technical difficulties",87401,,87401,,87401
2021-11-18,10:58:37,2,61524ae31dadfa5d571663ba,Older,1,6.5.1,5071954,34320,67,34320,Female,34320,Right hand,34320,Yes,34320,Not Hispanic or Latino,33446,White,33446,13 (one year of college),33446,Diploma/GED,33446,"No, I had no technical difficulties",33446,,33446,,33446
2021-11-18,08:46:03,2,6151e70a336a52b8af712d41,Older,1,6.5.1,7051955,28310,66,28310,Male,28310,Right hand,28310,Yes,28310,Not Hispanic or Latino,24862,White,24862,18 (six years of college),24862,Masters,24862,"No, I had no technical difficulties",24862,,24862,,24862
2021-12-13,13:46:03,2,61501967e49a3d7e1977e4b4,Older,1,6.5.1,1151948,42859,73,42859,Female,42859,Left hand,42859,Yes,42859,Not Hispanic or Latino,36343,White,36343,19 (seven years of college),36343,Bachelors,36343,"No, I had no technical difficulties",36343,,36343,,36343
2021-12-13,18:19:14,2,614f2d5a2e23379febd50141,Older,1,6.5.1,9281954,26791,67,26791,Male,26791,Right hand,26791,Yes,26791,Not Hispanic or Latino,24754,White,24754,12 (high school),24754,Diploma/GED,24754,"No, I had no technical difficulties",24754,,24754,,24754
2021-12-13,17:06:02,2,597e78d513dc5e0001e2f818,Older,1,6.5.1,3231955,30137,66,30137,Male,30137,Right hand,30137,Yes,30137,Not Hispanic or Latino,19740,White,19740,17 (five years of college),19740,Masters,19740,"No, I had no technical difficulties",19740,,19740,,19740
2021-12-15,17:08:43,2,60f728553a37102574b585c4,Older,1,6.5.1,10251954,34550,67,34550,Female,34550,Right hand,34550,Yes,34550,Not Hispanic or Latino,45289,White,45289,19 (seven years of college),45289,Masters,45289,"No, I had no technical difficulties",45289,,45289,,45289
2021-12-16,16:48:19,2,5f8f46ff0b55a11953d90aa5,Older,1,6.5.1,1031955,20324,66,20324,Male,20324,Right hand,20324,Yes,20324,Not Hispanic or Latino,19935,White,19935,19 (seven years of college),19935,Masters,19935,"No, I had no technical difficulties",19935,,19935,,19935
2021-12-16,18:59:25,2,6109b45f7cf3658ba670f458,Older,1,6.5.1,5311954,26272,67,26272,Female,26272,Right hand,26272,Yes,26272,Not Hispanic or Latino,23500,White,23500,13 (one year of college),23500,Diploma/GED,23500,"No, I had no technical difficulties",23500,,23500,,23500
2021-12-17,11:17:26,2,5c5f8a910edbd90001e1feda,Older,1,6.5.1,10231953,22285,68,22285,Female,22285,Right hand,22285,Yes,22285,Not Hispanic or Latino,24399,White,24399,18 (six years of college),24399,Masters,24399,"No, I had no technical difficulties",24399,,24399,,24399
2021-12-18,13:22:51,2,61538b7670ffb62cff736908,Older,1,6.5.0,7071949,36684,72,36684,Female,36684,Right hand,36684,Yes,36684,Not Hispanic or Latino,48979,White,48979,16 (four years of college),48979,Bachelors,48979,"No, I had no technical difficulties",48979,,48979,,48979
2021-12-18,10:44:07,2,6163f468f64021af99daf9b5,Older,1,6.5.1,8011953,67596,68,67596,Male,67596,Right hand,67596,Yes,67596,Not Hispanic or Latino,21813,White,21813,18 (six years of college),21813,Masters,21813,"No, I had no technical difficulties",21813,,21813,,21813
2021-12-18,14:02:05,2,60b4277a6c6540693acdd766,Older,1,6.5.1,9281956,32470,65,32470,Female,32470,Right hand,32470,Yes,32470,Not Hispanic or Latino,30616,White,30616,19 (seven years of college),30616,Masters,30616,"No, I had no technical difficulties",30616,,30616,,30616
2021-12-18,15:52:09,2,5dcf1d4723f9f106e9b20e4d,Older,1,6.5.1,4221948,38184,73,38184,Male,38184,Left hand,38184,Yes,38184,Not Hispanic or Latino,38961,White,38961,16 (four years of college),38961,Bachelors,38961,"No, I had no technical difficulties",38961,,38961,,38961
2021-12-18,19:12:50,2,5cc0b9bccedf2000012afc45,Older,1,6.5.1,10151953,25240,68,25240,Female,25240,Right hand,25240,Yes,25240,Not Hispanic or Latino,28440,White,28440,18 (six years of college),28440,Masters,28440,"No, I had no technical difficulties",28440,,28440,,28440
2023-01-17,16:56:22,2,56f2a5e0ed0cf6000691320b,Older,1,6.6.1,1131949,46344,74,46344,Female,46344,Right hand,46344,Yes,46344,Not Hispanic or Latino,32669,White,32669,18 (six years of college),32669,Masters,32669,"No, I had no technical difficulties",32669,,32669,,32669
2023-01-17,17:12:21,2,5f0395a63963d05bc235abdb,Older,1,6.6.1,8051957,53362,65,53362,Female,53362,Right hand,53362,Yes,53362,Not Hispanic or Latino,38445,White,38445,16 (four years of college),38445,Bachelors,38445,"No, I had no technical difficulties",38445,,38445,,38445
2023-01-17,17:08:43,2,63c437337eef664e06fdf1f7,Older,1,6.6.1,6011954,32476,68,32476,Female,32476,Left hand,32476,Yes,32476,Not Hispanic or Latino,22893,White,22893,15 (three years of college),22893,Associates,22893,"No, I had no technical difficulties",22893,,22893,,22893
2023-01-17,14:19:58,2,55900dcffdf99b3f7aada3f5,Older,1,6.6.1,10101950,42018,72,42018,Male,42018,Right hand,42018,Yes,42018,Not Hispanic or Latino,29726,White,29726,18 (six years of college),29726,Bachelors,29726,"No, I had no technical difficulties",29726,,29726,,29726
2023-01-17,17:21:41,2,638371bc3a1d7da12422ea22,Older,1,6.5.2,11211956,26462,66,26462,Female,26462,Right hand,26462,Yes,26462,Not Hispanic or Latino,21293,White,21293,18 (six years of college),21293,Masters,21293,"No, I had no technical difficulties",21293,,21293,,21293
2023-01-17,17:21:22,2,58e558cc728bea0001bbda24,Older,1,6.6.0,7101957,36742,65,36742,Female,36742,Right hand,36742,Yes,36742,Not Hispanic or Latino,14478,White,14478,12 (high school),14478,Diploma/GED,14478,"No, I had no technical difficulties",14478,,14478,,14478
2023-01-17,17:29:04,2,637d69bd2bc2aeda148b4d83,Older,1,6.6.1,1955,25448,67,25448,Female,25448,Right hand,25448,Yes,25448,Not Hispanic or Latino,30864,Black or African American,30864,16 (four years of college),30864,Bachelors,30864,"No, I had no technical difficulties",30864,,30864,,30864
2023-01-17,17:33:29,2,62d0880f5ba6d972d1bfc63c,Older,1,6.5.2,7081952,33143,70,33143,Female,33143,Right hand,33143,Yes,33143,Not Hispanic or Latino,24152,White,24152,14 (two years of college),24152,Diploma/GED,24152,"No, I had no technical difficulties",24152,,24152,,24152
2023-01-17,16:33:12,2,638c01625c212d643526dfae,Older,1,6.5.2,6261956,38475,66,38475,Male,38475,Right hand,38475,Yes,38475,Not Hispanic or Latino,30742,White,30742,12 (high school),30742,Diploma/GED,30742,"No, I had no technical difficulties",30742,,30742,,30742
2023-01-17,17:51:36,2,614f6bad672ef7cf5ecfd965,Older,1,6.5.2,10041957,52727,65,52727,Male,52727,Right hand,52727,Yes,52727,Not Hispanic or Latino,18472,White,18472,15 (three years of college),18472,Associates,18472,"No, I had no technical difficulties",18472,,18472,,18472
2023-01-17,17:49:26,2,62cd9b920ed1b7c1648818d3,Older,1,6.6.1,6201947,33511,75,33511,Female,33511,Right hand,33511,Yes,33511,Not Hispanic or Latino,34599,White,34599,16 (four years of college),34599,Doctorate/PhD,34599,"No, I had no technical difficulties",34599,,34599,,34599
2023-01-17,18:00:21,2,5fc50bb38378c80ac88354ef,Older,1,6.6.1,11031957,37599,65,37599,Female,37599,Right hand,37599,Yes,37599,Not Hispanic or Latino,22668,Black or African American,22668,16 (four years of college),22668,Bachelors,22668,"No, I had no technical difficulties",22668,,22668,,22668
2023-01-17,17:51:31,2,62885de1cdfe242015ccacef,Older,1,6.6.1,2211951,36602,71,36602,Male,36602,Right hand,36602,No,36602,Not Hispanic or Latino,25586,White,25586,17 (five years of college),25586,Bachelors,25586,"No, I had no technical difficulties",25586,,25586,,25586
2023-01-17,16:10:04,2,63bcbf7e0ac7e876387ef720,Older,1,6.5.2,5251953,46505,69,46505,Male,46505,Left hand,46505,Yes,46505,Not Hispanic or Latino,22318,White,22318,13 (one year of college),22318,Diploma/GED,22318,"No, I had no technical difficulties",22318,,22318,,22318
2023-01-17,18:02:04,2,638fdf87700dd1228bade2e1,Older,1,6.6.1,11031953,178652,69,178652,Male,178652,Right hand,178652,Yes,178652,Not Hispanic or Latino,365429,White,365429,18 (six years of college),365429,Masters,365429,"No, I had no technical difficulties",365429,,365429,,365429
2023-01-17,16:25:48,2,60f838095603e27ca51820a7,Older,1,6.6.1,4091957,34488,65,34488,Male,34488,Left hand,34488,Yes,34488,Not Hispanic or Latino,31136,White,31136,16 (four years of college),31136,Bachelors,31136,"No, I had no technical difficulties",31136,,31136,,31136
2023-01-18,02:12:42,2,62ddbd7eb3e9431e49b46ec1,Older,1,6.5.2,3151950,68923,72,68923,Male,68923,Right hand,68923,Yes,68923,Not Hispanic or Latino,48204,White,48204,19 (seven years of college),48204,Doctorate/PhD,48204,"No, I had no technical difficulties",48204,,48204,,48204
2023-01-18,02:19:55,2,63bd8a509a0a21cf99c5b1f4,Older,1,6.6.1,10191955,67362,68,67362,Male,67362,Right hand,67362,Yes,67362,Not Hispanic or Latino,40096,White,40096,17 (five years of college),40096,Bachelors,40096,"No, I had no technical difficulties",40096,,40096,,40096
2023-02-20,10:20:34,2,5db9a46ff8e3f9000f88cb85,Older,1,6.6.1,9211957,34240,65,34240,Male,34240,Right hand,34240,Yes,34240,Not Hispanic or Latino,26736,White,26736,14 (two years of college),26736,Associates,26736,"No, I had no technical difficulties",26736,,26736,,26736
2023-02-23,13:06:03,2,5a9ab4944eecca0001dd806a,Older,1,6.6.1,8311955,24608,67,24608,Female,24608,Right hand,24608,Yes,24608,Not Hispanic or Latino,31007,White,31007,19 (seven years of college),31007,Masters,31007,"No, I had no technical difficulties",31007,,31007,,31007
2021-11-19,09:19:13,3,614fa6b5e77bfdc7af68ddf1,Older,1,6.5.1,10021950,84854,71,84854,Male,84854,Right hand,84854,Yes,84854,Not Hispanic or Latino,57629,White,57629,15 (three years of college),57629,Associates,57629,"No, I had no technical difficulties",57629,,57629,,57629
2021-11-19,13:20:17,3,5fb3cb99e76cea00085d02c6,Older,1,6.5.1,9151952,23526,69,23526,Female,23526,Right hand,23526,Yes,23526,Not Hispanic or Latino,38979,White,38979,16 (four years of college),38979,Bachelors,38979,"No, I had no technical difficulties",38979,,38979,,38979
2022-01-17,11:39:13,3,5bdc8d12b2fff7000189b6f8,Older,1,6.5.2,10081951,24813,70,24813,Female,24813,Right hand,24813,Yes,24813,Not Hispanic or Latino,33879,White,33879,13 (one year of college),33879,Diploma/GED,33879,"No, I had no technical difficulties",33879,,33879,,33879
2022-01-17,12:22:13,3,5e3f4c676d06fc1b240e6021,Older,1,6.5.2,1121957,413299,62,413299,Male,413299,Right hand,413299,Yes,413299,Not Hispanic or Latino,72479,White,72479,16 (four years of college),72479,Bachelors,72479,"No, I had no technical difficulties",72479,,72479,,72479
2022-01-17,12:38:37,3,61255c5cd3dc2cfd8fbc101d,Older,1,6.5.2,9141950,41056,71,41056,Male,41056,Left hand,41056,Yes,41056,Not Hispanic or Latino,36611,White,36611,19 (seven years of college),36611,Masters,36611,"No, I had no technical difficulties",36611,,36611,,36611
2022-01-17,13:21:07,3,5f048fdc0aea5b0ae3215fc9,Older,1,6.5.0,1061957,46517,65,46517,Female,46517,Right hand,46517,Yes,46517,Not Hispanic or Latino,25271,White,25271,12 (high school),25271,Diploma/GED,25271,"No, I had no technical difficulties",25271,,25271,,25271
2022-01-17,17:48:02,3,614f39b87bfc969b5d13de30,Older,1,6.5.2,6111954,35824,67,35824,Female,35824,Right hand,35824,Yes,35824,Not Hispanic or Latino,28134,White,28134,16 (four years of college),28134,Bachelors,28134,"No, I had no technical difficulties",28134,,28134,,28134
2022-01-18,08:27:49,3,58578946c41fd90001434680,Older,1,6.5.2,4131955,30244,66,30244,Male,30244,Left hand,30244,Yes,30244,Not Hispanic or Latino,24788,White,24788,14 (two years of college),24788,Associates,24788,"No, I had no technical difficulties",24788,,24788,,24788
2022-01-18,09:34:12,3,5bcbdf5b0f10750001d7a494,Older,1,6.5.2,10171952,29076,69,29076,Female,29076,Right hand,29076,Yes,29076,Not Hispanic or Latino,25307,White,25307,16 (four years of college),25307,Bachelors,25307,"No, I had no technical difficulties",25307,,25307,,25307
2022-01-18,13:57:02,3,5dbd1569f8223b28d73ed6ae,Older,1,6.5.2,11231954,31539,67,31539,Female,31539,Right hand,31539,Yes,31539,Not Hispanic or Latino,41414,White,41414,14 (two years of college),41414,Diploma/GED,41414,"No, I had no technical difficulties",41414,,41414,,41414
2022-01-18,15:00:00,3,5680eeb5c5767f00121ccc0f,Older,1,6.5.2,10031956,52055,65,52055,Female,52055,Right hand,52055,Yes,52055,Not Hispanic or Latino,31889,White,31889,16 (four years of college),31889,Bachelors,31889,"No, I had no technical difficulties",31889,,31889,,31889
2022-01-19,13:40:42,3,5c70c956f11dda0001ff50ab,Older,1,6.5.2,1011951,63573,70,63573,Male,63573,Left hand,63573,Yes,63573,Not Hispanic or Latino,82361,Black or African American,82361,19 (seven years of college),82361,Doctorate/PhD,82361,,82361,"Yes, I had technical difficulties",82361,need more time to think,82361
2022-05-11,14:21:07,3,60e4c09a4b30f16f5a1053e7,Older,1,6.5.0,4071957,31712,65,31712,Female,31712,Right hand,31712,Yes,31712,Not Hispanic or Latino,20262,White,20262,16 (four years of college),20262,Bachelors,20262,"No, I had no technical difficulties",20262,,20262,,20262
2022-05-11,16:39:14,3,614f297777d0d8f5e2a5b354,Older,1,6.5.2,3161957,28734,65,28734,Male,28734,Right hand,28734,Yes,28734,Not Hispanic or Latino,24179,White,24179,13 (one year of college),24179,Diploma/GED,24179,"No, I had no technical difficulties",24179,,24179,,24179
2022-05-11,23:10:41,3,5d8aa95dd06260000179442b,Older,2,6.5.2,2191950,29984,72,29984,Female,29984,Right hand,29984,Yes,29984,Not Hispanic or Latino,34885,White,34885,16 (four years of college),34885,Bachelors,34885,"No, I had no technical difficulties",34885,,34885,,34885
2022-05-12,11:53:51,3,5ded9996838b4f45b83bb3f9,Older,1,6.5.2,11141952,35717,69,35717,Female,35717,Right hand,35717,Yes,35717,Not Hispanic or Latino,31896,White,31896,13 (one year of college),31896,Diploma/GED,31896,"No, I had no technical difficulties",31896,,31896,,31896
2022-05-12,15:22:20,3,5f4818e6d5ce1016c865ed24,Older,1,6.5.1,5061957,37265,65,37265,Female,37265,Left hand,37265,Yes,37265,Not Hispanic or Latino,28744,White,28744,14 (two years of college),28744,Diploma/GED,28744,"No, I had no technical difficulties",28744,,28744,,28744
2022-05-13,07:56:57,3,6229fff149374541c22a95bf,Older,1,6.5.2,8061954,24255,67,24255,Male,24255,Right hand,24255,Yes,24255,Not Hispanic or Latino,43334,White,43334,16 (four years of college),43334,Bachelors,43334,"No, I had no technical difficulties",43334,,43334,,43334
2022-05-17,12:15:29,3,60f851b688e9f8333dcb548f,Older,1,6.5.2,4191957,23831,65,23831,Male,23831,Left hand,23831,Yes,23831,Not Hispanic or Latino,18147,White,18147,19 (seven years of college),18147,Masters,18147,"No, I had no technical difficulties",18147,,18147,,18147
2023-01-10,13:06:02,3,638e4ace1c4a380ecc49932f,Older,1,6.5.2,1221951,30242,71,30242,Male,30242,Right hand,30242,Yes,30242,Not Hispanic or Latino,53387,White,53387,15 (three years of college),53387,Associates,53387,"No, I had no technical difficulties",53387,,53387,,53387
