"Subject","SubTrial","Phase.Trial.","Belief.RESP","StatementType","TestItem.RESP","OtherAnswer.RESP","CR.RESP","Alternate","Target","Topic","L2.Recall.Class","L1.Recall.Class","CB","HeadlineType","BeliefBase.RESP","Familiarity.RESP","Attention_Sum","RN_Correct","FN_Intrusion","RN_Ambiguous","RN_Error","Check_1","FN_Correct","RN_Intrusion","FN_Ambiguous","FN_Error","Check_2","Correction_Class_2","Correction_Class_3","Cor_Class_FN_Recall","Cor_Class_No_FN_Recall","No_Cor_Class","Memory_Classification"
105,54,"Test",5,"Correction","MitRomany",NA,0,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","1",NA,1,"Correction",5,1,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
105,2,"Test",1,"Misinformation_Label","courtsrulethatvaccinescauseautism",NA,0,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","1",NA,1,"Misinformation_Label",1,2,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
105,31,"Test",5,"Repeated","itontaffecttherateoficemelting","therateoficemeltingwilincrease",1,"Outweighs melting","Does not outweigh melting","Global_Warming_Antarctica","2","1",1,"Repeated",5,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,28,"Test",2,"Correction","unpropercarefoforests","activepowerlines",1,"Bad forest management","Downed electric power lines","Cali_Fires","1","2",1,"Correction",5,5,4,0,1,0,0,1,0,1,0,0,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
105,29,"Test",5,"Misinformation_Label","68","70",1,"Increased by 78%","Dropped by 61%","Illegal_Traffic_Rate","E","E",1,"Misinformation_Label",2,2,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
105,51,"Test",5,"Correction_Misinfo","Europeans","Americans",1,"Americans","Europeans","Automobile_Invention","2","1",1,"Correction_Misinfo",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,57,"Test",5,"Correction_Misinfo","everyyear","haven",1,"None in 10 years","Every year since 1983","Military_Pay","2","1",1,"Correction_Misinfo",3,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,8,"Test",5,"Correction","gunowners",NA,0,"Gun Owners","Gun Manufacturers","Pope_GunControl","1",NA,1,"Correction",4,4,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
105,9,"Test",1,"Misinformation_Label","pass",NA,0,"Obama","Clinton","Pres_Vacation","E",NA,1,"Misinformation_Label",1,3,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
105,12,"Test",5,"Correction_Misinfo","thegovernmenthesitatedtocontroltheoutbreak","afloodcausedanoutbreak",1,"Flooding","Hesitation to respond by governor","Disease_Illinois","2","1",1,"Correction_Misinfo",4,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,21,"Test",2,"Correction_Misinfo","1962","pass",1,"lowest since 1996","Higher than 2012","Voter_Turnout","E","E",1,"Correction_Misinfo",5,5,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
105,32,"Test",4,"Correction","becuasetheywouldtsaythePledg",NA,0,"They did not want to pledge allegiance","It did not meet etiquette standards","Library_AmericanFlag","1",NA,1,"Correction",4,1,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
105,19,"Test",5,"Repeated","lessthan","morethan",1,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","2","1",1,"Repeated",4,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,40,"Test",6,"Correction_Misinfo","theyareendangeredspecies","pass",1,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2","E",1,"Correction_Misinfo",2,1,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
105,1,"Test",4,"Repeated","lessthantheenergymade","pass",1,"More produced","More consumed","Energy_Independence","2","E",1,"Repeated",5,5,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
105,3,"Test",4,"Correction_Misinfo","nationalparks","cavesites",1,"Cave systems","National parks","Missing_People","2","1",1,"Correction_Misinfo",4,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,38,"Test",5,"Correction","NewZeland","UnitedStates",1,"United States","New Zealand","Cleanest_Air","2","1",1,"Correction",NA,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,59,"Test",6,"Correction_Misinfo","theyhaveawarrant","theycanjusttakeit",1,"At any time","Require a warrant","GunControl_Warrant","2","1",1,"Correction_Misinfo",4,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,23,"Test",5,"Correction","increasedsales","decreasedsales",1,"Sharp decrease","Sharp increase","CoronaBeer_COVID","2","1",1,"Correction",5,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,55,"Test",5,"Misinformation_Label","byhittingpedestrians","bydroppingbowlingballs",1,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","2","1",1,"Misinformation_Label",1,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,6,"Test",5,"Repeated","medicare",NA,0,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2",NA,1,"Repeated",5,5,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
105,34,"Test",5,"Correction_Misinfo","somebodyyelledgun","becuaseChrissyTieganwasinthecrowd",1,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2","1",1,"Correction_Misinfo",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,14,"Test",5,"Misinformation_Label","therewerentenoughpeoplewithhealthinsurance","theinternetconnectionwasntgoodenough",1,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2","1",1,"Misinformation_Label",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,48,"Test",4,"Repeated","thearmysanthem",NA,0,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","2",NA,1,"Repeated",NA,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
105,43,"Test",4,"Misinformation_Label","pass","all",1,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","E","1",1,"Misinformation_Label",1,4,4,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
105,58,"Test",5,"Misinformation_Label","agencies","homeowners",1,"Homeowners","Water agencies","Cali_Statelaw","2","1",1,"Misinformation_Label",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,42,"Test",4,"Correction","becauseofthebrisclesonebroom","Earthsgravity",1,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","2","1",1,"Correction",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
105,13,"Test",4,"Repeated","yes",NA,0,"No there is no law","Yes there is a law","Tax_Pres_Law","2",NA,1,"Repeated",4,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,8,"Test",5,"Correction","Prolife","PoAbortion",1,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","2","1",2,"Correction",3,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,10,"Test",5,"Correction_Misinfo","1","1third",1,"Third largest export","0.10%","Africa_Revenue","2","1",2,"Correction_Misinfo",6,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,5,"Test",3,"Correction_Misinfo","31","27",1,"30 years","21 years","Alabama_Senate","E","E",2,"Correction_Misinfo",4,4,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
106,19,"Test",6,"Repeated","Endengered",NA,0,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2",NA,2,"Repeated",5,6,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,12,"Test",5,"Correction_Misinfo","20","4",1,"20%","6%","Amazon_Rainforest","1","E",2,"Correction_Misinfo",4,6,4,0,1,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
106,6,"Test",4,"Repeated","pass",NA,0,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","E",NA,2,"Repeated",5,4,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,1,"Test",1,"Repeated","Europeans","pass",1,"Americans","Europeans","Automobile_Invention","2","E",2,"Repeated",5,4,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
106,22,"Test",4,"Misinformation_Label","1000000","26000",1,">$29,000.",">$10,000,000.","Bernie_Tax_Income","2","E",2,"Misinformation_Label",1,3,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
106,52,"Test",4,"Misinformation_Label","Hischildren","Hiscollege",1,"By attending college","By putting his children through college","Biden_StudentDebt","2","1",2,"Misinformation_Label",1,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,16,"Test",4,"Correction","2004","2007",1,"2017","2004","Black_Homeownership","2","E",2,"Correction",5,4,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
106,35,"Test",4,"Repeated","150",NA,0,"1 million","1.5","Bloomberg_Campaign_Money","2",NA,2,"Repeated",4,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,9,"Test",5,"Misinformation_Label","Thebrissles","Gravity",1,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","2","1",2,"Misinformation_Label",1,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,36,"Test",4,"Misinformation_Label","Electriclines","Badforestmanagment",1,"Bad forest management","Downed electric power lines","Cali_Fires","2","1",2,"Misinformation_Label",1,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,33,"Test",4,"Correction_Misinfo","manufacturs","customors",1,"Homeowners","Water agencies","Cali_Statelaw","2","1",2,"Correction_Misinfo",5,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,51,"Test",4,"Correction_Misinfo","90","0",1,"0","90","Chess_Players","2","1",2,"Correction_Misinfo",4,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,47,"Test",4,"Correction","Thewithstandhurricaesizedwinds","Itcanbepulledapartwtheveryhurricane",1,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","2","1",2,"Correction",6,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,7,"Test",4,"Misinformation_Label","NewZealand","America",1,"United States","New Zealand","Cleanest_Air","2","1",2,"Misinformation_Label",1,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,25,"Test",4,"Misinformation_Label","5billion","pass",1,"3 Billion","1.4 Billion","Clinton_Nkorea","E","E",2,"Misinformation_Label",1,2,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
106,60,"Test",4,"Correction","Second",NA,0,"2nd","15th","Coffee","1",NA,2,"Correction",4,2,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
106,2,"Test",2,"Misinformation_Label","Theywetup","Thesaleswentdown",1,"Sharp decrease","Sharp increase","CoronaBeer_COVID","2","1",2,"Misinformation_Label",1,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,31,"Test",4,"Repeated","Lackofeffortfommayor",NA,0,"Flooding","Hesitation to respond by governor","Disease_Illinois","2",NA,2,"Repeated",4,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,28,"Test",4,"Correction","Thesame",NA,0,"More produced","More consumed","Energy_Independence","E",NA,2,"Correction",5,6,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,34,"Test",3,"Correction_Misinfo","calfornia","Virgina",1,"Virginia","California","Federal_State_Dollars","2","1",2,"Correction_Misinfo",4,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,30,"Test",5,"Misinformation_Label","18","6",1,"Rose 25%","Rose 15%","Gas_2018","E","E",2,"Misinformation_Label",1,3,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
106,27,"Test",4,"Correction","snowforming",NA,0,"Outweighs melting","Does not outweigh melting","Global_Warming_Antarctica","E",NA,2,"Correction",5,3,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,21,"Test",4,"Correction_Misinfo","30","6",1,"25%","13%","GunControl_Background","E","E",2,"Correction_Misinfo",5,6,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
106,41,"Test",4,"Repeated","warrebt",NA,0,"At any time","Require a warrant","GunControl_Warrant","2",NA,2,"Repeated",4,5,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,54,"Test",4,"Correction","18million",NA,0,">12 million",">1 million","Hurricane_Relief","E",NA,2,"Correction",4,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,57,"Test",4,"Correction_Misinfo","pass",NA,0,"Increased by 78%","Dropped by 61%","Illegal_Traffic_Rate","E",NA,2,"Correction_Misinfo",5,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,56,"Test",4,"Repeated","Aprotest",NA,0,"Separated from parents","At a protest","Immigration_Boy_Cage","2",NA,2,"Repeated",4,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,50,"Test",4,"Correction","60",NA,0,">38%","60%","Liberian_Women","2",NA,2,"Correction",4,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,14,"Test",4,"Misinformation_Label","Ethicalconcerns","Didnotpldgealliengnce",1,"They did not want to pledge allegiance","It did not meet etiquette standards","Library_AmericanFlag","2","1",2,"Misinformation_Label",1,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,43,"Test",4,"Misinformation_Label","pass",NA,0,"Does not alter state or federal benefits","Changes state and federal benefits","Marriage_License_Benefits","E",NA,2,"Misinformation_Label",2,3,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,18,"Test",4,"Correction","17",NA,0,"270","19","Mass_Shootings","E",NA,2,"Correction",4,5,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,29,"Test",4,"Misinformation_Label","40",NA,0,"Decreased by 40%","Decreased by 25%","Mexican_Border_Crossings","1",NA,2,"Misinformation_Label",1,5,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
106,53,"Test",4,"Repeated","pass",NA,0,"None in 10 years","Every year since 1983","Military_Pay","E",NA,2,"Repeated",4,2,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,13,"Test",5,"Repeated","NationalParks",NA,0,"Cave systems","National parks","Missing_People","2",NA,2,"Repeated",5,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,37,"Test",4,"Misinformation_Label","pass",NA,0,"2017","1980","Murder_Year","E",NA,2,"Misinformation_Label",1,2,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,46,"Test",4,"Correction_Misinfo","21billion","5billion",1,"5 billion","2.1 billion","Obama_Website","2","1",2,"Correction_Misinfo",5,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,55,"Test",4,"Misinformation_Label","Gunmanufuctors","unowners",1,"Gun Owners","Gun Manufacturers","Pope_GunControl","2","1",2,"Misinformation_Label",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,40,"Test",4,"Correction_Misinfo","Clintion","Obama",1,"Obama","Clinton","Pres_Vacation","2","1",2,"Correction_Misinfo",4,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,49,"Test",4,"Repeated","2",NA,0,"2 million","2","Race_Starbucks","2",NA,2,"Repeated",5,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,4,"Test",4,"Correction","2007","1928",1,"1928","2007","Rep_Control","2","1",2,"Correction",5,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,3,"Test",4,"Correction_Misinfo","Clientsdonothavehealthinsurance","Internetaccess",1,"They do not have access to high-speed internet","They serve people who are less likely to have health insurance","Rural_Hospitals","2","1",2,"Correction_Misinfo",5,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,39,"Test",5,"Misinformation_Label","10million","35million",1,"About 38 million people","<10 million people.","SKorea_Population","2","E",2,"Misinformation_Label",1,6,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
106,15,"Test",2,"Repeated","5billon",NA,0,"20 million more","5.8 million more","Soccer_Revenue_Gap","E",NA,2,"Repeated",1,5,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,38,"Test",5,"Correction","USAntem","Starwarstheme",1,"Imperial March from ""Star Wars""","U.S. military anthems","StarWars_Trump","2","1",2,"Correction",4,3,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,20,"Test",5,"Repeated","1307",NA,0,"360,000","3,709","SwimmingPool_Deaths","E",NA,2,"Repeated",4,1,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,23,"Test",4,"Correction","Medcare","Waronterror",1,"Military (""War on Terror"")","Social (""Medicare"")","Tax_Allocation","2","1",2,"Correction",4,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,32,"Test",5,"Correction","no",NA,0,"No there is no law","Yes there is a law","Tax_Pres_Law","1",NA,2,"Correction",5,1,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
106,59,"Test",4,"Correction_Misinfo","bowlingballs","Passengersimlations",1,"Dropping a bowling ball","Simulation of hitting a person","Test_American_Cars","1","2",2,"Correction_Misinfo",4,4,4,0,1,0,0,1,0,1,0,0,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
106,48,"Test",5,"Repeated","gun",NA,0,"Someone yelled that model Chrissy Teigen was in the audience","Someone yelled the word “gun""","Trump_ChrissyTeigen","2",NA,2,"Repeated",6,3,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,58,"Test",4,"Misinformation_Label","Biden","Mittromney",1,"Republican Mitt Romney","Democrat Bernie Sanders","Trump_Emotional","E","1",2,"Misinformation_Label",1,6,4,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
106,42,"Test",4,"Correction","more","less",1,"More than any other president","Less than any since WW2","Trump_Signed_Legislation","1","2",2,"Correction",4,5,4,0,1,0,0,1,0,1,0,0,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Fake News Intrusion"
106,11,"Test",4,"Correction","20","24",1,"24","329","UN_Resolutions","E","1",2,"Correction",6,2,4,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
106,26,"Test",6,"Repeated","china",NA,0,"The United Kingdom","China","US_Trading_Partner","2",NA,2,"Repeated",6,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
106,45,"Test",5,"Correction_Misinfo","verysmallportion","Everyone",1,"All student-athletes","Given to a limited number of student-athletes","UT_Athletes_Ipad","2","1",2,"Correction_Misinfo",6,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
106,24,"Test",1,"Correction_Misinfo","vaccines",NA,0,"Vaccines cause autism","Do not cause autism","Vaccines_Autism","E",NA,2,"Correction_Misinfo",4,6,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
106,17,"Test",4,"Correction_Misinfo","6","20",1,"70%","9%","Veteran_Suicide","E","E",2,"Correction_Misinfo",4,3,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
106,44,"Test",4,"Repeated","2012",NA,0,"lowest since 1996","Higher than 2012","Voter_Turnout","2",NA,2,"Repeated",4,6,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
107,55,"Test",3,"Misinformation_Label","probased","Ifhechangedhisviewonabortionrecently",1,"Changed from pro choice to pro life","Stayed Pro life","Abortion_Bieber","E","1",3,"Misinformation_Label",NA,5,4,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
107,49,"Test",6,"Repeated","1",NA,0,"Third largest export","0.10%","Africa_Revenue","2",NA,3,"Repeated",1,2,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
107,35,"Test",6,"Repeated","21years",NA,0,"30 years","21 years","Alabama_Senate","2",NA,3,"Repeated",6,5,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
107,42,"Test",6,"Correction","Theyareanendangeredspecies","Theyaregoodandahealthypopulation",1,"Numbers are strong and healthy","Listed as an endangered species","Alaska_PolarBears","2","1",3,"Correction",1,4,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,31,"Test",6,"Repeated","6",NA,0,"20%","6%","Amazon_Rainforest","2",NA,3,"Repeated",5,4,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
107,23,"Test",1,"Correction","pass","Applewatch4wasthefirsttorecieveheartratemonitoring",1,"Apple Watch Series 4","AliveCor's KardiaMobile","Apple_Heart_Monitor","E","1",3,"Correction",1,1,4,0,0,0,1,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Other"
107,28,"Test",6,"Correction","Europeans","ThatAmericansinventedit",1,"Americans","Europeans","Automobile_Invention","2","1",3,"Correction",1,1,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,46,"Test",6,"Correction_Misinfo","10milliondollars","Theincomeamount",1,">$29,000.",">$10,000,000.","Bernie_Tax_Income","2","E",3,"Correction_Misinfo",1,3,4,1,0,0,0,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Real News Correct"
107,12,"Test",6,"Correction_Misinfo","byputtinghischildrenthroughcollege","thathewasindebtwhenhewasincollege",1,"By attending college","By putting his children through college","Biden_StudentDebt","2","1",3,"Correction_Misinfo",5,2,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,25,"Test",6,"Misinformation_Label","2017",NA,0,"2017","2004","Black_Homeownership","1",NA,3,"Misinformation_Label",NA,5,4,0,1,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Fake News Intrusion"
107,18,"Test",6,"Correction","150","Hecouldvegav1milliontoeachcitizen",1,"1 million","1.5","Bloomberg_Campaign_Money","2","1",3,"Correction",4,5,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,40,"Test",6,"Correction_Misinfo","Whenthebrisselsarespreadoutright","Thebroomcanstandupwhentheearthsgravitationalpullisjustright",1,"When the earth's gravitational pull is just right","When the bristles are spread just right","Brooms_Standing","2","1",3,"Correction_Misinfo",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,51,"Test",4,"Correction_Misinfo","Electricalissues","Theforestsbeingnottakencareofright",1,"Bad forest management","Downed electric power lines","Cali_Fires","2","1",3,"Correction_Misinfo",6,6,4,1,0,0,0,1,1,0,0,0,1,"Corrected","Fake News Recalled",1,0,0,"Real News Correct"
107,56,"Test",5,"Repeated","Agencies",NA,0,"Homeowners","Water agencies","Cali_Statelaw","2",NA,3,"Repeated",5,1,4,1,0,0,0,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Real News Correct"
107,1,"Test",4,"Repeated","900","iftheUShadlessrankedchessplayers",1,"0","90","Chess_Players","E","E",3,"Repeated",2,2,4,0,0,0,1,1,0,0,0,1,1,"Corrected","Correction + Fake News Not Recalled",0,1,0,"Other"
107,43,"Test",1,"Misinformation_Label","pass",NA,0,"Can be disassembled in the event of a hurricane","Can withstand hurricane-force winds","Cinderella_Castle","E",NA,3,"Misinformation_Label",NA,3,4,0,0,0,1,1,NA,NA,NA,NA,NA,"Not Corrected","Not a Correction",0,0,1,"Other"
